VarName21,VarName11,VarName31
3.97598704028507,8.51018080337519,3.82802520683211
6.23000684802243,8.47759666916908,3.78897388369613
8.49314138274636,8.49399161535537,3.77416912859138
10.841064759443,8.48233189348352,3.79039121455881
12.9681847028303,8.48839077882824,3.75964545251684
4.7763802916522,6.09399525256649,4.26319732926063
8.46455389803847,6.11172670690844,4.34420505907755
12.1636068558709,6.07496544303257,4.34561345402298
4.83692922076401,2.66027161099153,4.30752085950785
8.50797045873656,2.66447871897216,4.25597795429472
12.2049860201836,2.61908640924681,4.27347799133724
3.96449547982237,0.218925263840002,3.78531585712221
6.23530311177219,0.203771940982138,3.8321194040198
8.51220551314851,0.260005384641766,3.75154034376516
10.7850952380892,0.206924678112022,3.75430238016578
13.0013249539867,0.181120275529379,3.76689900294627
