VarName211,VarName111,VarName311
11.2476025076999,14.7647215529964,10.0585264091153
8.72797026768537,14.4638624442829,13.8049723608291
8.72550980039738,4.98492940055591,13.841719366383
11.2362611735195,4.73575082541237,10.028583901882
11.9518997681558,16.8940717255984,13.8257200229111
10.2698364051982,9.73542821789715,13.6253729094278
12.0359743958516,2.69142848260688,13.7880445846975
15.8440385726666,17.1743524968725,13.8067821640725
16.278526775098,9.80292636231872,13.5575854289563
15.8323811939491,2.30499837659848,13.7553950118667
17.2951267059306,14.7296595250431,10.0530797553009
19.3455095115459,15.6551083857976,13.8279167230102
19.3705957051665,3.85160446761466,13.8434010684229
17.2899076722657,4.75732888489027,10.0129906208474
20.3090903252536,11.7451659507063,10.0568823660872
20.3159291425205,7.79308286278963,10.0469390641058
