VarName2,VarName1,VarName3
11.2297131781236,16.789220732956,9.01269868162935
8.74234578283273,15.5459492426393,12.8413375856139
8.72948286229758,4.03557406991566,12.8132359246225
11.2517099480061,2.71357116785742,9.00975404049994
12.0350222048838,17.8949129305869,12.7778498218867
12.2234446080503,9.80339932477576,13.6046881519205
11.9838744359656,1.67787351548578,12.8457506835434
15.8481558457093,18.2257740130578,12.8464888535199
18.2965516788149,9.78431324681249,13.5657613081678
15.8895199901137,1.30922270195342,12.8470592781761
17.2386872604554,16.7755477890178,9.0957166948243
19.3689764395788,16.6471186687812,12.7985375648723
19.3645586200711,2.86060460880196,12.8300280468889
17.2846313010111,2.71318328463774,9.01418863386272
22.2909364830858,11.7376922984961,9.04217612826263
22.2954686681982,7.71461713906312,9.09157355251891
