1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.251188643150958,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.251188643150958,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.251188643150958,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.251188643150958,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.0630957344480193,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0630957344480193,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.0630957344480193,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.0630957344480193,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.0158489319246111,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158489319246111,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158489319246111,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158489319246111
